p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,,,,
3.94E-37,-0.551026283,0.186,0.357,1.31E-32,Healthy/Control,ENSG00000068903,,,ENSG00000068903,SIRT2
4.20E-37,-0.560095547,0.146,0.3,1.40E-32,Healthy/Control,ENSG00000107521,,,ENSG00000107521,HPS1
4.63E-37,-0.568584483,0.117,0.253,1.54E-32,Healthy/Control,ENSG00000121741,,,ENSG00000121741,ZMYM2
4.68E-37,-0.533689005,0.423,0.709,1.55E-32,Healthy/Control,ENSG00000185043,,,ENSG00000185043,CIB1
4.92E-37,-0.574994765,0.137,0.281,1.64E-32,Healthy/Control,ENSG00000116741,,,ENSG00000116741,RGS2
5.86E-37,-0.555764173,0.166,0.33,1.95E-32,Healthy/Control,ENSG00000255198,,,ENSG00000255198,SNHG9
6.08E-37,-0.55758602,0.176,0.343,2.02E-32,Healthy/Control,ENSG00000122958,,,ENSG00000122958,VPS26A
6.28E-37,0.542106784,0.304,0.194,2.09E-32,Healthy/Control,ENSG00000103187,,,ENSG00000103187,COTL1
6.39E-37,-0.541069598,0.28,0.499,2.12E-32,Healthy/Control,ENSG00000176978,,,ENSG00000176978,DPP7
6.99E-37,-0.556861967,0.15,0.299,2.32E-32,Healthy/Control,ENSG00000165416,,,ENSG00000165416,SUGT1
7.02E-37,-0.560354622,0.163,0.321,2.33E-32,Healthy/Control,ENSG00000196323,,,ENSG00000196323,ZBTB44
7.04E-37,-0.536036444,0.364,0.622,2.34E-32,Healthy/Control,ENSG00000074966,,,ENSG00000074966,TXK
8.58E-37,-0.549324981,0.213,0.401,2.85E-32,Healthy/Control,ENSG00000172500,,,ENSG00000172500,FIBP
8.98E-37,-0.564947204,0.126,0.266,2.98E-32,Healthy/Control,ENSG00000033800,,,ENSG00000033800,PIAS1
9.72E-37,-0.552379757,0.246,0.449,3.23E-32,Healthy/Control,ENSG00000181036,,,ENSG00000181036,FCRL6
1.07E-36,-0.417934859,0.633,0.907,3.56E-32,Healthy/Control,ENSG00000133321,,,ENSG00000133321,RARRES3
1.14E-36,-0.534879946,0.398,0.672,3.78E-32,Healthy/Control,ENSG00000110958,,,ENSG00000110958,PTGES3
1.16E-36,-0.545569173,0.303,0.539,3.85E-32,Healthy/Control,ENSG00000128699,,,ENSG00000128699,ORMDL1
1.35E-36,-0.542408234,0.307,0.541,4.49E-32,Healthy/Control,ENSG00000177674,,,ENSG00000177674,AGTRAP
1.38E-36,-0.52534166,0.395,0.661,4.59E-32,Healthy/Control,ENSG00000160014,,,ENSG00000160014,CALM3
1.45E-36,-0.334518557,0.641,0.848,4.83E-32,Healthy/Control,ENSG00000159674,,,ENSG00000159674,SPON2
2.20E-36,-0.551250384,0.177,0.341,7.32E-32,Healthy/Control,ENSG00000122417,,,ENSG00000122417,ODF2L
3.82E-36,-0.538352588,0.264,0.473,1.27E-31,Healthy/Control,ENSG00000128609,,,ENSG00000128609,NDUFA5
3.96E-36,-0.542157988,0.195,0.36,1.32E-31,Healthy/Control,ENSG00000127824,,,ENSG00000127824,TUBA4A
4.17E-36,-0.557282804,0.141,0.283,1.39E-31,Healthy/Control,ENSG00000172575,,,ENSG00000172575,RASGRP1
5.86E-36,-0.528198572,0.297,0.515,1.95E-31,Healthy/Control,ENSG00000077420,,,ENSG00000077420,APBB1IP
6.55E-36,-0.547605524,0.167,0.324,2.18E-31,Healthy/Control,ENSG00000102978,,,ENSG00000102978,POLR2C
7.20E-36,-0.536689084,0.298,0.522,2.39E-31,Healthy/Control,ENSG00000150687,,,ENSG00000150687,PRSS23
9.06E-36,-0.533534296,0.312,0.546,3.01E-31,Healthy/Control,ENSG00000244509,,,ENSG00000244509,APOBEC3C
9.13E-36,-0.557381732,0.129,0.268,3.03E-31,Healthy/Control,ENSG00000002549,,,ENSG00000002549,LAP3
9.69E-36,-0.544728413,0.406,0.695,3.22E-31,Healthy/Control,ENSG00000115935,,,ENSG00000115935,WIPF1
1.01E-35,-0.549025859,0.174,0.335,3.36E-31,Healthy/Control,ENSG00000168300,,,ENSG00000168300,PCMTD1
1.12E-35,-0.551258715,0.136,0.277,3.71E-31,Healthy/Control,ENSG00000101158,,,ENSG00000101158,NELFCD
1.18E-35,-0.547179854,0.171,0.33,3.93E-31,Healthy/Control,ENSG00000149182,,,ENSG00000149182,ARFGAP2
1.20E-35,-0.535061212,0.246,0.441,3.98E-31,Healthy/Control,ENSG00000114861,,,ENSG00000114861,FOXP1
1.42E-35,-0.53499203,0.331,0.573,4.72E-31,Healthy/Control,ENSG00000115310,,,ENSG00000115310,RTN4
1.43E-35,-0.556096151,0.124,0.259,4.75E-31,Healthy/Control,ENSG00000025796,,,ENSG00000025796,SEC63
1.65E-35,-0.54425363,0.164,0.315,5.48E-31,Healthy/Control,ENSG00000129292,,,ENSG00000129292,PHF20L1
1.81E-35,-0.548363776,0.164,0.32,6.00E-31,Healthy/Control,ENSG00000157191,,,ENSG00000157191,NECAP2
1.88E-35,-0.553697395,0.132,0.271,6.26E-31,Healthy/Control,ENSG00000143368,,,ENSG00000143368,SF3B4
2.38E-35,-0.526442377,0.385,0.65,7.91E-31,Healthy/Control,ENSG00000185651,,,ENSG00000185651,UBE2L3
2.45E-35,-0.446333236,0.61,0.903,8.14E-31,Healthy/Control,ENSG00000189043,,,ENSG00000189043,NDUFA4
2.46E-35,-0.512000878,0.47,0.76,8.19E-31,Healthy/Control,ENSG00000197971,,,ENSG00000197971,MBP
2.49E-35,-0.539224759,0.22,0.408,8.27E-31,Healthy/Control,ENSG00000177556,,,ENSG00000177556,ATOX1
2.52E-35,-0.549795258,0.134,0.272,8.36E-31,Healthy/Control,ENSG00000172262,,,ENSG00000172262,ZNF131
2.65E-35,-0.546559395,0.155,0.301,8.80E-31,Healthy/Control,ENSG00000116580,,,ENSG00000116580,GON4L
3.08E-35,-0.530283036,0.34,0.587,1.02E-30,Healthy/Control,ENSG00000106400,,,ENSG00000106400,ZNHIT1
3.31E-35,-0.532143471,0.238,0.427,1.10E-30,Healthy/Control,ENSG00000014641,,,ENSG00000014641,MDH1
3.42E-35,-0.524070793,0.437,0.727,1.14E-30,Healthy/Control,ENSG00000168653,,,ENSG00000168653,NDUFS5
3.47E-35,-0.540933351,0.164,0.32,1.15E-30,Healthy/Control,ENSG00000128989,,,ENSG00000128989,ARPP19
3.48E-35,-0.542903524,0.173,0.333,1.16E-30,Healthy/Control,ENSG00000114850,,,ENSG00000114850,SSR3
4.50E-35,-0.528137248,0.228,0.411,1.49E-30,Healthy/Control,ENSG00000167315,,,ENSG00000167315,ACAA2
4.53E-35,-0.555858582,0.122,0.254,1.51E-30,Healthy/Control,ENSG00000144021,,,ENSG00000144021,CIAO1
4.56E-35,-0.533982927,0.198,0.363,1.52E-30,Healthy/Control,ENSG00000123200,,,ENSG00000123200,ZC3H13
4.83E-35,-0.533365436,0.2,0.375,1.60E-30,Healthy/Control,ENSG00000105185,,,ENSG00000105185,PDCD5
4.98E-35,-0.541657839,0.166,0.323,1.65E-30,Healthy/Control,ENSG00000125445,,,ENSG00000125445,MRPS7
5.01E-35,-0.550127536,0.146,0.291,1.66E-30,Healthy/Control,ENSG00000170248,,,ENSG00000170248,PDCD6IP
5.20E-35,-0.549986606,0.13,0.269,1.73E-30,Healthy/Control,ENSG00000185658,,,ENSG00000185658,BRWD1
5.21E-35,-0.517350023,0.277,0.474,1.73E-30,Healthy/Control,ENSG00000188404,,,ENSG00000188404,SELL
5.58E-35,-0.521516144,0.337,0.574,1.86E-30,Healthy/Control,ENSG00000122694,,,ENSG00000122694,GLIPR2
6.44E-35,-0.544627477,0.144,0.286,2.14E-30,Healthy/Control,ENSG00000101161,,,ENSG00000101161,PRPF6
6.50E-35,-0.545166239,0.152,0.298,2.16E-30,Healthy/Control,ENSG00000117713,,,ENSG00000117713,ARID1A
6.55E-35,-0.545519374,0.139,0.277,2.18E-30,Healthy/Control,ENSG00000182831,,,ENSG00000182831,C16orf72
6.61E-35,-0.535045217,0.234,0.425,2.19E-30,Healthy/Control,ENSG00000143621,,,ENSG00000143621,ILF2
6.66E-35,-0.54747506,0.125,0.261,2.21E-30,Healthy/Control,ENSG00000102172,,,ENSG00000102172,SMS
7.89E-35,-0.542535293,0.157,0.309,2.62E-30,Healthy/Control,ENSG00000143436,,,ENSG00000143436,MRPL9
9.98E-35,-0.542388416,0.144,0.292,3.32E-30,Healthy/Control,ENSG00000197345,,,ENSG00000197345,MRPL21
1.05E-34,-0.550699585,0.121,0.252,3.48E-30,Healthy/Control,ENSG00000089597,,,ENSG00000089597,GANAB
1.09E-34,-0.531829114,0.233,0.429,3.63E-30,Healthy/Control,ENSG00000162585,,,ENSG00000162585,FAAP20
1.15E-34,-0.384303638,0.656,0.912,3.83E-30,Healthy/Control,ENSG00000197540,,,ENSG00000197540,GZMM
1.19E-34,-0.554119318,0.12,0.25,3.95E-30,Healthy/Control,ENSG00000074370,,,ENSG00000074370,ATP2A3
1.68E-34,-0.532018979,0.236,0.427,5.58E-30,Healthy/Control,ENSG00000111481,,,ENSG00000111481,COPZ1
1.81E-34,-0.529882526,0.249,0.447,6.00E-30,Healthy/Control,ENSG00000125826,,,ENSG00000125826,RBCK1
2.35E-34,-0.541698685,0.137,0.278,7.82E-30,Healthy/Control,ENSG00000151092,,,ENSG00000151092,NGLY1
2.40E-34,-0.545475855,0.125,0.259,7.96E-30,Healthy/Control,ENSG00000133318,,,ENSG00000133318,RTN3
2.41E-34,-0.528670209,0.27,0.476,8.00E-30,Healthy/Control,ENSG00000131370,,,ENSG00000131370,SH3BP5
2.76E-34,-0.541699364,0.147,0.293,9.17E-30,Healthy/Control,ENSG00000092108,,,ENSG00000092108,SCFD1
2.82E-34,-0.53481425,0.229,0.422,9.38E-30,Healthy/Control,ENSG00000136146,,,ENSG00000136146,MED4
2.95E-34,-0.548542491,0.121,0.254,9.79E-30,Healthy/Control,ENSG00000133818,,,ENSG00000133818,RRAS2
3.24E-34,-0.51785514,0.453,0.746,1.08E-29,Healthy/Control,ENSG00000166136,,,ENSG00000166136,NDUFB8
3.31E-34,-0.522274907,0.459,0.758,1.10E-29,Healthy/Control,ENSG00000105583,,,ENSG00000105583,WDR83OS
4.73E-34,-0.536892625,0.133,0.272,1.57E-29,Healthy/Control,ENSG00000132356,,,ENSG00000132356,PRKAA1
5.84E-34,-0.527090122,0.259,0.464,1.94E-29,Healthy/Control,ENSG00000070423,,,ENSG00000070423,RNF126
5.93E-34,-0.524799465,0.275,0.485,1.97E-29,Healthy/Control,ENSG00000129625,,,ENSG00000129625,REEP5
6.11E-34,-0.540543569,0.148,0.297,2.03E-29,Healthy/Control,ENSG00000118564,,,ENSG00000118564,FBXL5
6.74E-34,-0.533426097,0.181,0.342,2.24E-29,Healthy/Control,ENSG00000136986,,,ENSG00000136986,DERL1
8.24E-34,-0.540883815,0.15,0.295,2.74E-29,Healthy/Control,ENSG00000004700,,,ENSG00000004700,RECQL
1.01E-33,-0.520898524,0.399,0.665,3.35E-29,Healthy/Control,ENSG00000111716,,,ENSG00000111716,LDHB
1.01E-33,-0.535768533,0.146,0.291,3.37E-29,Healthy/Control,ENSG00000105755,,,ENSG00000105755,ETHE1
1.02E-33,-0.541911936,0.124,0.254,3.38E-29,Healthy/Control,ENSG00000166037,,,ENSG00000166037,CEP57
1.02E-33,-0.535898028,0.207,0.395,3.40E-29,Healthy/Control,ENSG00000101421,,,ENSG00000101421,CHMP4B
1.06E-33,-0.52577488,0.223,0.407,3.51E-29,Healthy/Control,ENSG00000197223,,,ENSG00000197223,C1D
1.06E-33,-0.532839529,0.144,0.287,3.53E-29,Healthy/Control,ENSG00000167118,,,ENSG00000167118,URM1
1.09E-33,-0.51600455,0.486,0.791,3.63E-29,Healthy/Control,ENSG00000143543,,,ENSG00000143543,JTB
1.18E-33,-0.529158086,0.163,0.312,3.92E-29,Healthy/Control,ENSG00000197976,,,ENSG00000197976,AKAP17A
1.25E-33,-0.522045902,0.202,0.377,4.15E-29,Healthy/Control,ENSG00000127774,,,ENSG00000127774,EMC6
1.31E-33,-0.537501964,0.133,0.267,4.36E-29,Healthy/Control,ENSG00000127334,,,ENSG00000127334,DYRK2
1.36E-33,-0.53664571,0.135,0.271,4.53E-29,Healthy/Control,ENSG00000160633,,,ENSG00000160633,SAFB
1.45E-33,-0.53315106,0.155,0.303,4.82E-29,Healthy/Control,ENSG00000198171,,,ENSG00000198171,DDRGK1
1.59E-33,-0.533402139,0.174,0.332,5.27E-29,Healthy/Control,ENSG00000155660,,,ENSG00000155660,PDIA4
2.16E-33,-0.525355782,0.216,0.393,7.16E-29,Healthy/Control,ENSG00000103479,,,ENSG00000103479,RBL2
2.31E-33,-0.52872412,0.183,0.345,7.67E-29,Healthy/Control,ENSG00000138279,,,ENSG00000138279,ANXA7
2.97E-33,-0.525561199,0.164,0.318,9.85E-29,Healthy/Control,ENSG00000165283,,,ENSG00000165283,STOML2
3.04E-33,-0.466293214,0.54,0.826,1.01E-28,Healthy/Control,ENSG00000175390,,,ENSG00000175390,EIF3F
3.52E-33,-0.527626404,0.175,0.335,1.17E-28,Healthy/Control,ENSG00000141504,,,ENSG00000141504,SAT2
3.83E-33,-0.519002687,0.234,0.42,1.27E-28,Healthy/Control,ENSG00000143198,,,ENSG00000143198,MGST3
4.49E-33,-0.524492748,0.198,0.368,1.49E-28,Healthy/Control,ENSG00000198356,,,ENSG00000198356,ASNA1
5.17E-33,-0.504546526,0.394,0.647,1.72E-28,Healthy/Control,ENSG00000134186,,,ENSG00000134186,PRPF38B
5.25E-33,-0.531546308,0.139,0.276,1.74E-28,Healthy/Control,ENSG00000177189,,,ENSG00000177189,RPS6KA3
5.50E-33,-0.497069933,0.44,0.711,1.83E-28,Healthy/Control,ENSG00000162191,,,ENSG00000162191,UBXN1
5.60E-33,-0.524931759,0.172,0.322,1.86E-28,Healthy/Control,ENSG00000185989,,,ENSG00000185989,RASA3
5.61E-33,-0.52783087,0.163,0.308,1.86E-28,Healthy/Control,ENSG00000026751,,,ENSG00000026751,SLAMF7
5.88E-33,-0.523207354,0.239,0.43,1.95E-28,Healthy/Control,ENSG00000100567,,,ENSG00000100567,PSMA3
6.26E-33,-0.520618119,0.232,0.421,2.08E-28,Healthy/Control,ENSG00000154217,,,ENSG00000154217,PITPNC1
7.31E-33,-0.532446919,0.149,0.294,2.43E-28,Healthy/Control,ENSG00000169189,,,ENSG00000169189,NSMCE1
7.78E-33,-0.536970118,0.125,0.253,2.58E-28,Healthy/Control,ENSG00000171497,,,ENSG00000171497,PPID
8.57E-33,-0.520521176,0.197,0.361,2.85E-28,Healthy/Control,ENSG00000014216,,,ENSG00000014216,CAPN1
9.52E-33,-0.497970418,0.444,0.716,3.16E-28,Healthy/Control,ENSG00000184752,,,ENSG00000184752,NDUFA12
1.32E-32,-0.513739432,0.224,0.4,4.38E-28,Healthy/Control,ENSG00000104852,,,ENSG00000104852,SNRNP70
1.33E-32,-0.531042588,0.139,0.277,4.41E-28,Healthy/Control,ENSG00000108671,,,ENSG00000108671,PSMD11
1.70E-32,-0.518541315,0.221,0.403,5.63E-28,Healthy/Control,ENSG00000165916,,,ENSG00000165916,PSMC3
2.32E-32,-0.514955135,0.246,0.438,7.71E-28,Healthy/Control,ENSG00000163634,,,ENSG00000163634,THOC7
2.42E-32,-0.514815174,0.211,0.381,8.03E-28,Healthy/Control,ENSG00000107679,,,ENSG00000107679,PLEKHA1
2.43E-32,-0.526400597,0.145,0.28,8.07E-28,Healthy/Control,ENSG00000139746,,,ENSG00000139746,RBM26
2.67E-32,-0.366098742,0.686,0.938,8.88E-28,Healthy/Control,ENSG00000164919,,,ENSG00000164919,COX6C
2.68E-32,-0.518770384,0.219,0.402,8.91E-28,Healthy/Control,ENSG00000175324,,,ENSG00000175324,LSM1
3.16E-32,-0.529962149,0.126,0.258,1.05E-27,Healthy/Control,ENSG00000064490,,,ENSG00000064490,RFXANK
3.22E-32,-0.516317478,0.197,0.36,1.07E-27,Healthy/Control,ENSG00000197343,,,ENSG00000197343,ZNF655
3.60E-32,-0.51051844,0.25,0.441,1.20E-27,Healthy/Control,ENSG00000086730,,,ENSG00000086730,LAT2
4.00E-32,-0.519372318,0.165,0.314,1.33E-27,Healthy/Control,ENSG00000161526,,,ENSG00000161526,SAP30BP
4.37E-32,-0.525191596,0.139,0.273,1.45E-27,Healthy/Control,ENSG00000232956,,,ENSG00000232956,SNHG15
4.78E-32,-0.518978355,0.36,0.608,1.59E-27,Healthy/Control,ENSG00000125753,,,ENSG00000125753,VASP
4.92E-32,-0.525327128,0.138,0.278,1.63E-27,Healthy/Control,ENSG00000173465,,,ENSG00000173465,SSSCA1
5.07E-32,-0.51323788,0.184,0.339,1.68E-27,Healthy/Control,ENSG00000013364,,,ENSG00000013364,MVP
5.08E-32,-0.51224343,0.292,0.505,1.69E-27,Healthy/Control,ENSG00000266094,,,ENSG00000266094,RASSF5
5.26E-32,-0.510547028,0.231,0.417,1.75E-27,Healthy/Control,ENSG00000137161,,,ENSG00000137161,CNPY3
6.03E-32,-0.520599571,0.153,0.295,2.01E-27,Healthy/Control,ENSG00000196459,,,ENSG00000196459,TRAPPC2
6.19E-32,-0.486912743,0.512,0.808,2.06E-27,Healthy/Control,ENSG00000185787,,,ENSG00000185787,MORF4L1
6.43E-32,-0.510296752,0.274,0.476,2.14E-27,Healthy/Control,ENSG00000138085,,,ENSG00000138085,ATRAID
6.63E-32,-0.496853367,0.459,0.739,2.20E-27,Healthy/Control,ENSG00000112514,,,ENSG00000112514,CUTA
6.79E-32,-0.524816265,0.131,0.263,2.26E-27,Healthy/Control,ENSG00000113719,,,ENSG00000113719,ERGIC1
8.19E-32,-0.523961764,0.137,0.272,2.72E-27,Healthy/Control,ENSG00000115233,,,ENSG00000115233,PSMD14
9.89E-32,-0.525150429,0.131,0.262,3.29E-27,Healthy/Control,ENSG00000102390,,,ENSG00000102390,PBDC1
1.04E-31,-0.525032941,0.125,0.253,3.44E-27,Healthy/Control,ENSG00000198001,,,ENSG00000198001,IRAK4
1.19E-31,-0.502464907,0.401,0.66,3.96E-27,Healthy/Control,ENSG00000197448,,,ENSG00000197448,GSTK1
1.30E-31,-0.517679753,0.169,0.321,4.33E-27,Healthy/Control,ENSG00000139180,,,ENSG00000139180,NDUFA9
1.39E-31,-0.534836802,0.151,0.289,4.63E-27,Healthy/Control,ENSG00000167618,,,ENSG00000167618,LAIR2
1.49E-31,-0.505839774,0.21,0.379,4.94E-27,Healthy/Control,ENSG00000072778,,,ENSG00000072778,ACADVL
1.72E-31,-0.511744558,0.345,0.583,5.72E-27,Healthy/Control,ENSG00000100353,,,ENSG00000100353,EIF3D
1.80E-31,-0.516377914,0.133,0.269,5.97E-27,Healthy/Control,ENSG00000153574,,,ENSG00000153574,RPIA
1.89E-31,-0.511671326,0.295,0.51,6.27E-27,Healthy/Control,ENSG00000003056,,,ENSG00000003056,M6PR
1.94E-31,-0.514039879,0.147,0.289,6.44E-27,Healthy/Control,ENSG00000160783,,,ENSG00000160783,PMF1
1.95E-31,-0.515487961,0.168,0.317,6.47E-27,Healthy/Control,ENSG00000100442,,,ENSG00000100442,FKBP3
2.46E-31,-0.504332992,0.199,0.36,8.16E-27,Healthy/Control,ENSG00000004534,,,ENSG00000004534,RBM6
2.58E-31,-0.510967474,0.166,0.312,8.58E-27,Healthy/Control,ENSG00000130175,,,ENSG00000130175,PRKCSH
3.16E-31,-0.507468738,0.182,0.335,1.05E-26,Healthy/Control,ENSG00000073578,,,ENSG00000073578,SDHA
3.39E-31,-0.509968496,0.3,0.52,1.13E-26,Healthy/Control,ENSG00000168090,,,ENSG00000168090,COPS6
4.12E-31,-0.509100447,0.161,0.307,1.37E-26,Healthy/Control,ENSG00000077721,,,ENSG00000077721,UBE2A
4.26E-31,-0.520111628,0.128,0.256,1.41E-26,Healthy/Control,ENSG00000112237,,,ENSG00000112237,CCNC
4.59E-31,-0.513631628,0.307,0.534,1.52E-26,Healthy/Control,ENSG00000005075,,,ENSG00000005075,POLR2J
5.22E-31,-0.514473277,0.351,0.598,1.74E-26,Healthy/Control,ENSG00000101558,,,ENSG00000101558,VAPA
5.73E-31,-0.518753324,0.127,0.254,1.90E-26,Healthy/Control,ENSG00000114062,,,ENSG00000114062,UBE3A
7.35E-31,-0.506418244,0.165,0.309,2.44E-26,Healthy/Control,ENSG00000057757,,,ENSG00000057757,PITHD1
7.88E-31,-0.506675942,0.166,0.312,2.62E-26,Healthy/Control,ENSG00000053371,,,ENSG00000053371,AKR7A2
7.89E-31,-0.503404258,0.427,0.7,2.62E-26,Healthy/Control,ENSG00000116171,,,ENSG00000116171,SCP2
9.07E-31,-0.510717035,0.155,0.293,3.01E-26,Healthy/Control,ENSG00000177409,,,ENSG00000177409,SAMD9L
9.33E-31,-0.499848331,0.191,0.345,3.10E-26,Healthy/Control,ENSG00000149823,,,ENSG00000149823,VPS51
1.07E-30,-0.509786135,0.159,0.304,3.54E-26,Healthy/Control,ENSG00000125652,,,ENSG00000125652,ALKBH7
1.13E-30,-0.503889475,0.249,0.436,3.76E-26,Healthy/Control,ENSG00000117676,,,ENSG00000117676,RPS6KA1
1.22E-30,-0.500477973,0.222,0.391,4.05E-26,Healthy/Control,ENSG00000147155,,,ENSG00000147155,EBP
1.23E-30,-0.498557068,0.258,0.451,4.07E-26,Healthy/Control,ENSG00000175416,,,ENSG00000175416,CLTB
1.23E-30,-0.506241217,0.225,0.404,4.09E-26,Healthy/Control,ENSG00000128951,,,ENSG00000128951,DUT
1.31E-30,0.489981116,0.293,0.196,4.34E-26,Healthy/Control,ENSG00000139187,,,ENSG00000139187,KLRG1
1.37E-30,-0.503461676,0.238,0.422,4.54E-26,Healthy/Control,ENSG00000104763,,,ENSG00000104763,ASAH1
1.56E-30,-0.509496585,0.377,0.634,5.20E-26,Healthy/Control,ENSG00000140990,,,ENSG00000140990,NDUFB10
1.79E-30,-0.50960923,0.126,0.254,5.93E-26,Healthy/Control,ENSG00000242259,,,ENSG00000242259,C22orf39
1.85E-30,-0.512657522,0.126,0.25,6.15E-26,Healthy/Control,ENSG00000132589,,,ENSG00000132589,FLOT2
2.18E-30,-0.460303286,0.562,0.856,7.24E-26,Healthy/Control,ENSG00000184007,,,ENSG00000184007,PTP4A2
2.39E-30,-0.502235819,0.195,0.355,7.95E-26,Healthy/Control,ENSG00000091164,,,ENSG00000091164,TXNL1
2.69E-30,-0.505755525,0.143,0.277,8.94E-26,Healthy/Control,ENSG00000100897,,,ENSG00000100897,DCAF11
2.89E-30,-0.521426898,0.393,0.662,9.60E-26,Healthy/Control,ENSG00000184922,,,ENSG00000184922,FMNL1
3.02E-30,-0.512292998,0.474,0.773,1.00E-25,Healthy/Control,ENSG00000076662,,,ENSG00000076662,ICAM3
3.03E-30,-0.502063018,0.293,0.503,1.01E-25,Healthy/Control,ENSG00000178952,,,ENSG00000178952,TUFM
3.24E-30,-0.502276565,0.169,0.316,1.08E-25,Healthy/Control,ENSG00000151465,,,ENSG00000151465,CDC123
3.31E-30,-0.515565214,0.151,0.281,1.10E-25,Healthy/Control,ENSG00000100321,,,ENSG00000100321,SYNGR1
3.31E-30,-0.502468767,0.271,0.471,1.10E-25,Healthy/Control,ENSG00000113648,,,ENSG00000113648,H2AFY
3.45E-30,-0.505376518,0.129,0.255,1.15E-25,Healthy/Control,ENSG00000087338,,,ENSG00000087338,GMCL1
3.97E-30,-0.50053591,0.36,0.602,1.32E-25,Healthy/Control,ENSG00000100138,,,ENSG00000100138,SNU13
4.31E-30,-0.495827499,0.263,0.456,1.43E-25,Healthy/Control,ENSG00000140307,,,ENSG00000140307,GTF2A2
4.46E-30,-0.501728397,0.195,0.353,1.48E-25,Healthy/Control,ENSG00000023318,,,ENSG00000023318,ERP44
5.08E-30,-0.505349263,0.39,0.648,1.69E-25,Healthy/Control,ENSG00000141522,,,ENSG00000141522,ARHGDIA
5.15E-30,-0.493746245,0.236,0.412,1.71E-25,Healthy/Control,ENSG00000114784,,,ENSG00000114784,EIF1B
5.19E-30,-0.550066859,0.144,0.261,1.73E-25,Healthy/Control,ENSG00000107317,,,ENSG00000107317,PTGDS
5.93E-30,-0.504030806,0.149,0.287,1.97E-25,Healthy/Control,ENSG00000139921,,,ENSG00000139921,TMX1
6.45E-30,-0.505867054,0.139,0.271,2.14E-25,Healthy/Control,ENSG00000088448,,,ENSG00000088448,ANKRD10
6.49E-30,-0.498777409,0.212,0.382,2.16E-25,Healthy/Control,ENSG00000128626,,,ENSG00000128626,MRPS12
6.79E-30,-0.501674201,0.178,0.323,2.26E-25,Healthy/Control,ENSG00000146247,,,ENSG00000146247,PHIP
7.21E-30,-0.495505954,0.201,0.36,2.39E-25,Healthy/Control,ENSG00000120675,,,ENSG00000120675,DNAJC15
7.79E-30,-0.502611574,0.163,0.305,2.59E-25,Healthy/Control,ENSG00000170242,,,ENSG00000170242,USP47
7.87E-30,-0.433761266,0.617,0.907,2.62E-25,Healthy/Control,ENSG00000178982,,,ENSG00000178982,EIF3K
8.16E-30,-0.495264639,0.199,0.362,2.71E-25,Healthy/Control,ENSG00000160410,,,ENSG00000160410,SHKBP1
8.90E-30,-0.510949061,0.402,0.677,2.96E-25,Healthy/Control,ENSG00000137876,,,ENSG00000137876,RSL24D1
9.55E-30,-0.47493264,0.527,0.82,3.17E-25,Healthy/Control,ENSG00000197111,,,ENSG00000197111,PCBP2
9.89E-30,-0.516947342,0.495,0.808,3.28E-25,Healthy/Control,ENSG00000117984,,,ENSG00000117984,CTSD
9.98E-30,-0.493474601,0.229,0.401,3.31E-25,Healthy/Control,ENSG00000276045,,,ENSG00000276045,ORAI1
1.03E-29,-0.496346354,0.202,0.361,3.44E-25,Healthy/Control,ENSG00000129103,,,ENSG00000129103,SUMF2
1.04E-29,-0.497857705,0.186,0.342,3.47E-25,Healthy/Control,ENSG00000125952,,,ENSG00000125952,MAX
1.11E-29,-0.496946143,0.231,0.409,3.68E-25,Healthy/Control,ENSG00000065135,,,ENSG00000065135,GNAI3
1.14E-29,-0.253553792,0.806,0.985,3.79E-25,Healthy/Control,ENSG00000184009,,,ENSG00000184009,ACTG1
1.19E-29,-0.499474083,0.142,0.272,3.94E-25,Healthy/Control,ENSG00000080802,,,ENSG00000080802,CNOT4
1.24E-29,-0.49905141,0.189,0.345,4.12E-25,Healthy/Control,ENSG00000225484,,,ENSG00000225484,NUTM2B-AS1
1.35E-29,-0.50034277,0.136,0.261,4.47E-25,Healthy/Control,ENSG00000168101,,,ENSG00000168101,NUDT16L1
1.53E-29,-0.509075881,0.134,0.262,5.10E-25,Healthy/Control,ENSG00000182568,,,ENSG00000182568,SATB1
1.64E-29,-0.502995094,0.145,0.281,5.45E-25,Healthy/Control,ENSG00000060762,,,ENSG00000060762,MPC1
1.79E-29,-0.492005221,0.456,0.732,5.96E-25,Healthy/Control,ENSG00000158710,,,ENSG00000158710,TAGLN2
2.41E-29,-0.502186234,0.147,0.279,8.02E-25,Healthy/Control,ENSG00000102316,,,ENSG00000102316,MAGED2
2.46E-29,-0.495975604,0.226,0.398,8.17E-25,Healthy/Control,ENSG00000146731,,,ENSG00000146731,CCT6A
2.88E-29,-0.502727075,0.14,0.273,9.56E-25,Healthy/Control,ENSG00000157954,,,ENSG00000157954,WIPI2
2.89E-29,-0.498870459,0.34,0.577,9.59E-25,Healthy/Control,ENSG00000187051,,,ENSG00000187051,RPS19BP1
2.98E-29,-0.495649627,0.168,0.316,9.90E-25,Healthy/Control,ENSG00000035687,,,ENSG00000035687,ADSS
3.21E-29,-0.49688947,0.139,0.267,1.07E-24,Healthy/Control,ENSG00000124767,,,ENSG00000124767,GLO1
